instance,acacia_result,acacia_seconds,acacia_exit,ltlsynt_result,ltlsynt_seconds,ltlsynt_exit,ltlsynt_comparison
rw_arbiter_pb_1_pe_.tlsf,REALIZABLE,0.02,0,REALIZABLE,0.017,0,LTLSYNT_FASTER
rw_arbiter_pb_2_pe_.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.029,0,
rw_arbiter_pb_3_pe_.tlsf,REALIZABLE,0.983,0,REALIZABLE,1.004,0,
rw_arbiter_pb_4_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.033,124,
rw_arbiter_pb_5_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.033,124,
rw_arbiter_pb_6_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.033,124,
rw_arbiter_pb_7_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.049,124,
rw_arbiter_pb_8_pe_.tlsf,TIMEOUT,17.051,124,TIMEOUT,17.081,124,
rw_arbiter_pb_9_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.082,124,
scheduler-real.tlsf,TIMEOUT,17.05,124,REALIZABLE,0.258,0,SOLVED_ONLY_BY_LTLSYNT
shift_pb_100_pe_.tlsf,REALIZABLE,0.021,0,REALIZABLE,0.015,0,LTLSYNT_FASTER
shift_pb_10_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
shift_pb_125_pe_.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
shift_pb_12_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
shift_pb_132_pe_.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.02,0,
shift_pb_16_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
shift_pb_250_pe_.tlsf,REALIZABLE,0.012,0,REALIZABLE,0.017,0,
shift_pb_32_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
shift_pb_500_pe_.tlsf,REALIZABLE,0.017,0,REALIZABLE,0.017,0,
shift_pb_64_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.015,0,
shift_pb_8_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
simple_arbiter_enc_pb_10_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,9.853,0,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_enc_pb_11_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.068,124,
simple_arbiter_enc_pb_12_pe_.tlsf,TIMEOUT,17.033,124,TIMEOUT,17.082,124,
simple_arbiter_enc_pb_13_pe_.tlsf,TIMEOUT,17.033,124,TIMEOUT,17.033,124,
simple_arbiter_enc_pb_14_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.033,124,
simple_arbiter_enc_pb_15_pe_.tlsf,TIMEOUT,17.048,124,TIMEOUT,17.033,124,
simple_arbiter_enc_pb_16_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.033,124,
simple_arbiter_enc_pb_32_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.05,124,
simple_arbiter_enc_pb_64_pe_.tlsf,TIMEOUT,17.033,124,TIMEOUT,17.049,124,
simple_arbiter_enc_pb_8_pe_.tlsf,TIMEOUT,17.025,124,REALIZABLE,0.177,0,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_unreal1_pb_16_1_pe_.tlsf,UNREALIZABLE,0.027,1,UNREALIZABLE,0.019,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_16_2_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.017,1,
simple_arbiter_unreal1_pb_16_3_pe_.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.026,1,
simple_arbiter_unreal1_pb_16_4_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.025,1,
simple_arbiter_unreal1_pb_16_5_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_10_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_12_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_2_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_3_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_4_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_6_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_7_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_8_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_2_9_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_3_11_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_3_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_3_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_3_3_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_3_4_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.016,1,
simple_arbiter_unreal1_pb_3_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_3_6_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_3_7_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_3_8_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_3_9_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_4_10_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_4_12_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_4_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_4_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_4_3_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_4_4_pe_.tlsf,UNREALIZABLE,0.022,1,UNREALIZABLE,0.023,1,
simple_arbiter_unreal1_pb_4_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_4_6_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_4_7_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_4_8_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.016,1,
simple_arbiter_unreal1_pb_4_9_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_5_10_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_5_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_5_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_5_3_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_5_4_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_5_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_5_6_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_5_7_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_5_8_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_5_9_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_6_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_6_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_6_3_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal1_pb_6_4_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_6_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal1_pb_8_8_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal2_pb_10_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.011,1,
simple_arbiter_unreal2_pb_25_pe_.tlsf,TIMEOUT,17.08,124,UNREALIZABLE,0.024,1,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_unreal2_pb_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
simple_arbiter_unreal2_pb_3_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal2_pb_4_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
simple_arbiter_unreal2_pb_50_pe_.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.032,1,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_unreal2_pb_5_pe_.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
simple_arbiter_unreal2_pb_60_pe_.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.04,1,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_unreal2_pb_6_pe_.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.018,1,LTLSYNT_FASTER
simple_arbiter_unreal2_pb_75_pe_.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.056,1,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_unreal2_pb_7_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.017,1,LTLSYNT_FASTER
simple_arbiter_unreal2_pb_8_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.023,1,
simple_arbiter_with_hints_pb_10_pe_.tlsf,TIMEOUT,17.225,124,REALIZABLE,7.343,0,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_with_hints_pb_12_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.049,124,
simple_arbiter_with_hints_pb_15_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.033,124,
simple_arbiter_with_hints_pb_2_pe_.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
simple_arbiter_with_hints_pb_4_pe_.tlsf,REALIZABLE,0.014,0,REALIZABLE,0.012,0,LTLSYNT_FASTER
simple_arbiter_with_hints_pb_6_pe_.tlsf,TIMEOUT,17.018,124,REALIZABLE,0.036,0,SOLVED_ONLY_BY_LTLSYNT
simple_arbiter_with_hints_pb_8_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.306,0,SOLVED_ONLY_BY_LTLSYNT
solitary-real.tlsf,REALIZABLE,0.025,0,REALIZABLE,0.02,0,LTLSYNT_FASTER
solitary0.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.012,1,LTLSYNT_FASTER
sort4-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,0.288,0,SOLVED_ONLY_BY_LTLSYNT
sort40.tlsf,UNREALIZABLE,1.962,1,UNREALIZABLE,0.042,1,LTLSYNT_FASTER
sort41.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.049,1,SOLVED_ONLY_BY_LTLSYNT
sort42.tlsf,TIMEOUT,17.182,124,UNREALIZABLE,0.08,1,SOLVED_ONLY_BY_LTLSYNT
sort50.tlsf,TIMEOUT,17.232,124,UNREALIZABLE,0.109,1,SOLVED_ONLY_BY_LTLSYNT
sort51.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.371,1,SOLVED_ONLY_BY_LTLSYNT
sort52.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,3.133,1,SOLVED_ONLY_BY_LTLSYNT
sort53.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.033,124,
square5x5-real.tlsf,TIMEOUT,17.232,124,REALIZABLE,0.208,0,SOLVED_ONLY_BY_LTLSYNT
square5x50.tlsf,TIMEOUT,17.12,124,UNREALIZABLE,0.062,1,SOLVED_ONLY_BY_LTLSYNT
square5x51.tlsf,TIMEOUT,17.132,124,UNREALIZABLE,0.089,1,SOLVED_ONLY_BY_LTLSYNT
square5x52.tlsf,TIMEOUT,17.132,124,UNREALIZABLE,0.105,1,SOLVED_ONLY_BY_LTLSYNT
square5x53.tlsf,TIMEOUT,17.232,124,UNREALIZABLE,0.141,1,SOLVED_ONLY_BY_LTLSYNT
square5x54.tlsf,TIMEOUT,17.232,124,UNREALIZABLE,0.157,1,SOLVED_ONLY_BY_LTLSYNT
storage-GF-64-real.tlsf,REALIZABLE,0.03,0,REALIZABLE,0.022,0,LTLSYNT_FASTER
tasks-real.tlsf,REALIZABLE,0.057,0,REALIZABLE,0.022,0,LTLSYNT_FASTER
tasks-unreal0.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.08,1,SOLVED_ONLY_BY_LTLSYNT
tasks-unreal1.tlsf,TIMEOUT,17.132,124,UNREALIZABLE,0.096,1,SOLVED_ONLY_BY_LTLSYNT
tasks-unreal2.tlsf,TIMEOUT,17.132,124,UNREALIZABLE,0.121,1,SOLVED_ONLY_BY_LTLSYNT
taxi-service-real.tlsf,TIMEOUT,17.07,124,REALIZABLE,0.04,0,SOLVED_ONLY_BY_LTLSYNT
taxi-service-u-unreal.tlsf,UNREALIZABLE,1.562,1,UNREALIZABLE,0.04,1,LTLSYNT_FASTER
test2_f2774e0b.tlsf,REALIZABLE,0.017,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
test3_efe2feaf.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
test4_4b82b1f4.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
test5_6cbc6174.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
test6_0f5381e9.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
test7_2c5b09da.tlsf,REALIZABLE,0.012,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
test8_88f351a6.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
test9_dd3a27e1.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.011,1,
test_f3987563.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
thermostat-F-real.tlsf,TIMEOUT,17.049,124,REALIZABLE,0.03,0,SOLVED_ONLY_BY_LTLSYNT
thermostat-GF-real.tlsf,TIMEOUT,17.232,124,REALIZABLE,0.181,0,SOLVED_ONLY_BY_LTLSYNT
thermostat-GF-unreal0.tlsf,TIMEOUT,17.232,124,UNREALIZABLE,0.161,1,SOLVED_ONLY_BY_LTLSYNT
thermostat-GF-unreal1.tlsf,TIMEOUT,17.08,124,UNREALIZABLE,0.827,1,SOLVED_ONLY_BY_LTLSYNT
thermostat-GF-unreal2.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,1.494,1,SOLVED_ONLY_BY_LTLSYNT
tmp_13cfc6f2.tlsf,TIMEOUT,17.025,124,REALIZABLE,1.053,0,SOLVED_ONLY_BY_LTLSYNT
unordered-visits-charging0.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,2.64,1,SOLVED_ONLY_BY_LTLSYNT
unordered-visits-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,0.086,0,SOLVED_ONLY_BY_LTLSYNT
workstation_resupply_pb_1_pe_.tlsf,REALIZABLE,0.031,0,REALIZABLE,0.018,0,LTLSYNT_FASTER
workstation_resupply_pb_2_pe_.tlsf,REALIZABLE,0.968,0,REALIZABLE,0.037,0,LTLSYNT_FASTER
workstation_resupply_pb_3_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.198,0,SOLVED_ONLY_BY_LTLSYNT
workstation_resupply_pb_4_pe_.tlsf,TIMEOUT,17.132,124,REALIZABLE,1.897,0,SOLVED_ONLY_BY_LTLSYNT
workstation_resupply_pb_5_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.011,124,
workstation_resupply_pb_6_pe_.tlsf,TIMEOUT,17.073,124,TIMEOUT,17.033,124,
workstation_resupply_pb_7_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.033,124,
