id	admitted_17	elapsed_17_s	reason_17	admitted_60	elapsed_60_s	reason_60
test6_0f5381e9.ltl	yes	0.080139		yes	0.075154	
test7_2c5b09da.ltl	no	0.077428	unsupported_or_failed	no	0.082891	unsupported_or_failed
test8_88f351a6.ltl	yes	0.079566		yes	0.076920	
test9_dd3a27e1.ltl	no	0.076925	unsupported_or_failed	no	0.084504	unsupported_or_failed
test_f3987563.ltl	no	0.065750	unsupported_or_failed	no	0.068458	unsupported_or_failed
thermostat-F-real.ltl	no	0.066980	unsupported_or_failed	no	0.076214	unsupported_or_failed
thermostat-GF-real.ltl	no	0.070965	unsupported_or_failed	no	0.069578	unsupported_or_failed
thermostat-GF-unreal0.ltl	no	0.076273	unsupported_or_failed	no	0.071135	unsupported_or_failed
thermostat-GF-unreal1.ltl	no	0.082098	unsupported_or_failed	no	0.074974	unsupported_or_failed
thermostat-GF-unreal2.ltl	no	0.092769	unsupported_or_failed	no	0.081496	unsupported_or_failed
tmp_13cfc6f2.ltl	no	0.854189	budget_exhausted	no	1.003198	budget_exhausted
unordered-visits-charging0.ltl	no	0.082755	unsupported_or_failed	no	0.081783	unsupported_or_failed
unordered-visits-real.ltl	no	0.069631	unsupported_or_failed	no	0.068199	unsupported_or_failed
workstation_resupply_pb_1_pe_.ltl	no	0.120510	unsupported_or_failed	no	0.117848	unsupported_or_failed
workstation_resupply_pb_2_pe_.ltl	no	0.855332	budget_exhausted	no	1.006141	budget_exhausted
workstation_resupply_pb_3_pe_.ltl	no	0.853053	budget_exhausted	no	1.003475	budget_exhausted
workstation_resupply_pb_4_pe_.ltl	no	0.853118	budget_exhausted	no	1.003595	budget_exhausted
workstation_resupply_pb_5_pe_.ltl	no	0.853891	budget_exhausted	no	1.004653	budget_exhausted
workstation_resupply_pb_6_pe_.ltl	no	0.854607	budget_exhausted	no	1.003423	budget_exhausted
workstation_resupply_pb_7_pe_.ltl	no	0.853972	budget_exhausted	no	1.004335	budget_exhausted
