cap	epoch	instance	kind	baseline_status	baseline_seconds	candidate_status	candidate_seconds	delta_seconds
17	1	SPIPureNext.ltl	gain	TIMEOUT		REALIZABLE	0.531	
17	1	amba_decomposed_arbiter_pb_6_pe_.ltl	faster	REALIZABLE	1.226	REALIZABLE	1.083	-0.143
17	1	arbiter_on_inpchange_pb_4_pe_.ltl	slower	REALIZABLE	0.756	REALIZABLE	1.261	+0.505
17	1	arbiter_with_buffer_pb_5_pe_.ltl	slower	REALIZABLE	0.838	REALIZABLE	0.893	+0.056
17	1	g-real-real.ltl	faster	REALIZABLE	4.436	REALIZABLE	2.934	-1.502
17	1	g-unreal-112.ltl	slower	UNREALIZABLE	6.692	UNREALIZABLE	7.199	+0.506
17	1	g-unreal-113.ltl	faster	UNREALIZABLE	8.305	UNREALIZABLE	7.288	-1.017
17	1	g-unreal-115.ltl	gain	TIMEOUT		UNREALIZABLE	16.935	
17	1	g-unreal-19.ltl	faster	UNREALIZABLE	2.301	UNREALIZABLE	2.095	-0.206
17	1	g-unreal-37.ltl	faster	UNREALIZABLE	2.055	UNREALIZABLE	1.918	-0.136
17	1	g-unreal-38.ltl	slower	UNREALIZABLE	8.961	UNREALIZABLE	9.728	+0.768
17	1	heim-buechi-real.ltl	faster	REALIZABLE	2.218	REALIZABLE	2.081	-0.137
17	1	heim-double-x-real.ltl	gain	TIMEOUT		REALIZABLE	0.434	
17	1	infinite-race-u6.ltl	faster	UNREALIZABLE	1.157	UNREALIZABLE	1.002	-0.155
17	1	infinite-race-u7.ltl	faster	UNREALIZABLE	1.614	UNREALIZABLE	1.530	-0.084
17	1	infinite-race-unequal-25.ltl	slower	UNREALIZABLE	12.802	UNREALIZABLE	13.844	+1.042
17	1	lift_pb_3_pe_.ltl	slower	REALIZABLE	0.040	REALIZABLE	0.631	+0.592
17	1	lift_pb_4_pe_.ltl	loss	REALIZABLE	0.267	TIMEOUT		
17	1	lift_unary_enc_pb_3_pe_.ltl	slower	REALIZABLE	0.068	REALIZABLE	0.679	+0.612
17	1	lift_unary_enc_pb_4_pe_.ltl	loss	REALIZABLE	9.981	TIMEOUT		
17	1	load_balancer_unreal1_pb_2_15_pe_.ltl	slower	UNREALIZABLE	0.695	UNREALIZABLE	0.789	+0.095
17	1	load_balancer_unreal1_pb_4_7_pe_.ltl	slower	UNREALIZABLE	7.769	UNREALIZABLE	8.734	+0.965
17	1	load_balancer_unreal1_pb_5_5_pe_.ltl	slower	UNREALIZABLE	13.699	UNREALIZABLE	14.593	+0.894
17	1	ltl2dba_C2_unreal_pb_14_pe_.ltl	faster	UNREALIZABLE	3.396	UNREALIZABLE	3.204	-0.191
17	1	ltl2dba_theta_pb_14_pe_.ltl	faster	UNREALIZABLE	14.263	UNREALIZABLE	13.519	-0.744
17	1	ordered-visits-choice-real.ltl	gain	UNKNOWN		REALIZABLE	0.042	
17	1	patrolling-alarm17.ltl	faster	UNREALIZABLE	0.518	UNREALIZABLE	0.459	-0.058
17	1	patrolling-alarm22.ltl	faster	UNREALIZABLE	0.674	UNREALIZABLE	0.603	-0.071
17	1	patrolling-alarm26.ltl	slower	UNREALIZABLE	0.773	UNREALIZABLE	0.876	+0.103
17	1	patrolling22.ltl	faster	UNREALIZABLE	0.670	UNREALIZABLE	0.612	-0.057
17	1	robot-grid-commute-1d-real.ltl	faster	REALIZABLE	2.102	REALIZABLE	1.877	-0.226
17	1	robot-grid-reach-2d-real.ltl	faster	REALIZABLE	3.190	REALIZABLE	2.864	-0.326
17	1	robot-grid-reach-repeated-with-obstacles-2d-real.ltl	faster	REALIZABLE	12.694	REALIZABLE	8.057	-4.637
17	1	robot-resource-2d10.ltl	faster	UNREALIZABLE	1.713	UNREALIZABLE	1.624	-0.089
17	1	robot-resource-2d11.ltl	slower	UNREALIZABLE	1.674	UNREALIZABLE	1.767	+0.094
17	1	robot-resource-2d12.ltl	slower	UNREALIZABLE	1.794	UNREALIZABLE	1.947	+0.153
17	1	robot-resource-2d13.ltl	faster	UNREALIZABLE	2.207	UNREALIZABLE	2.066	-0.142
17	1	robot-resource-2d14.ltl	slower	UNREALIZABLE	2.097	UNREALIZABLE	2.339	+0.242
17	1	robot-resource-2d16.ltl	slower	UNREALIZABLE	6.939	UNREALIZABLE	7.290	+0.350
17	1	robot-resource-2d20.ltl	slower	UNREALIZABLE	8.581	UNREALIZABLE	9.095	+0.514
17	1	robot-resource-2d23.ltl	faster	UNREALIZABLE	9.873	UNREALIZABLE	9.179	-0.694
17	1	robot-resource-2d8.ltl	faster	UNREALIZABLE	1.415	UNREALIZABLE	1.276	-0.139
17	1	robot-to-target-unreal0.ltl	faster	REALIZABLE	8.847	REALIZABLE	8.298	-0.549
17	1	robot_grid_pb_3_3_pe_.ltl	slower	REALIZABLE	0.159	REALIZABLE	0.266	+0.108
17	1	robot_grid_pb_4_4_pe_.ltl	slower	REALIZABLE	1.343	REALIZABLE	1.665	+0.322
17	1	robot_grid_pb_5_5_pe_.ltl	gain	TIMEOUT		REALIZABLE	9.506	
17	1	simple_arbiter_with_hints_pb_6_pe_.ltl	faster	REALIZABLE	2.104	REALIZABLE	1.938	-0.166
17	1	square5x51.ltl	slower	UNREALIZABLE	1.157	UNREALIZABLE	1.234	+0.078
17	1	thermostat-F-real.ltl	gain	TIMEOUT		REALIZABLE	1.499	
17	1	thermostat-GF-unreal0.ltl	slower	UNREALIZABLE	2.014	UNREALIZABLE	2.188	+0.173
17	1	workstation_resupply_pb_3_pe_.ltl	gain	TIMEOUT		REALIZABLE	16.697	
17	2	03.ltl	slower	REALIZABLE	3.040	REALIZABLE	3.372	+0.332
17	2	10.ltl	faster	REALIZABLE	3.686	REALIZABLE	3.392	-0.293
17	2	11.ltl	faster	REALIZABLE	3.581	REALIZABLE	3.382	-0.199
17	2	12.ltl	slower	REALIZABLE	5.251	REALIZABLE	5.757	+0.506
17	2	13.ltl	slower	REALIZABLE	5.406	REALIZABLE	5.783	+0.376
17	2	Alarm_70523fbe.ltl	slower	REALIZABLE	0.947	REALIZABLE	0.997	+0.050
17	2	F-G-contradiction-19.ltl	faster	UNREALIZABLE	13.025	UNREALIZABLE	12.119	-0.907
17	2	GF-G-contradiction6.ltl	slower	UNREALIZABLE	15.544	UNREALIZABLE	16.631	+1.087
17	2	Morning_f2774e0b.ltl	slower	UNREALIZABLE	3.526	UNREALIZABLE	3.807	+0.281
17	2	SPIPureNext.ltl	gain	TIMEOUT		REALIZABLE	0.473	
17	2	arbiter_on_inpchange_pb_4_pe_.ltl	slower	REALIZABLE	0.794	REALIZABLE	1.233	+0.439
17	2	buffer-storage-real.ltl	faster	REALIZABLE	0.665	REALIZABLE	0.586	-0.079
17	2	chain-simple-40-real.ltl	faster	REALIZABLE	0.593	REALIZABLE	0.528	-0.065
17	2	finding_nemo_pb_2_pe_.ltl	faster	REALIZABLE	4.889	REALIZABLE	4.583	-0.307
17	2	g-real-real.ltl	faster	REALIZABLE	4.619	REALIZABLE	2.801	-1.818
17	2	g-unreal-112.ltl	slower	UNREALIZABLE	6.724	UNREALIZABLE	7.232	+0.508
17	2	g-unreal-18.ltl	faster	UNREALIZABLE	1.205	UNREALIZABLE	1.111	-0.094
17	2	heim-buechi-real.ltl	faster	REALIZABLE	2.294	REALIZABLE	1.955	-0.339
17	2	heim-double-x-real.ltl	gain	TIMEOUT		REALIZABLE	0.414	
17	2	heim-double-x10.ltl	slower	UNREALIZABLE	2.295	UNREALIZABLE	2.482	+0.187
17	2	heim-double-x13.ltl	slower	UNREALIZABLE	5.309	UNREALIZABLE	5.838	+0.529
17	2	heim-double-x9.ltl	slower	UNREALIZABLE	2.099	UNREALIZABLE	2.229	+0.130
17	2	infinite-race-u6.ltl	faster	UNREALIZABLE	1.143	UNREALIZABLE	1.079	-0.064
17	2	lift_pb_3_pe_.ltl	slower	REALIZABLE	0.049	REALIZABLE	0.588	+0.539
17	2	lift_pb_4_pe_.ltl	loss	REALIZABLE	0.279	TIMEOUT		
17	2	lift_unary_enc_pb_3_pe_.ltl	slower	REALIZABLE	0.072	REALIZABLE	0.681	+0.609
17	2	lift_unary_enc_pb_4_pe_.ltl	loss	REALIZABLE	9.782	TIMEOUT		
17	2	load_balancer_pb_7_pe_.ltl	slower	REALIZABLE	4.988	REALIZABLE	5.250	+0.262
17	2	load_balancer_unreal1_pb_3_12_pe_.ltl	slower	UNREALIZABLE	0.591	UNREALIZABLE	0.667	+0.075
17	2	load_balancer_unreal1_pb_4_6_pe_.ltl	slower	UNREALIZABLE	1.052	UNREALIZABLE	1.141	+0.089
17	2	load_balancer_unreal1_pb_4_7_pe_.ltl	slower	UNREALIZABLE	7.797	UNREALIZABLE	8.257	+0.460
17	2	load_balancer_unreal1_pb_5_4_pe_.ltl	slower	UNREALIZABLE	0.682	UNREALIZABLE	0.741	+0.059
17	2	load_balancer_unreal1_pb_5_5_pe_.ltl	slower	UNREALIZABLE	13.821	UNREALIZABLE	15.303	+1.482
17	2	load_balancer_unreal2_pb_5_pe_.ltl	slower	UNREALIZABLE	11.609	UNREALIZABLE	13.484	+1.875
17	2	ltl2dba_C2_unreal_pb_13_pe_.ltl	faster	UNREALIZABLE	1.250	UNREALIZABLE	1.167	-0.084
17	2	ltl2dba_R_pb_7_pe_.ltl	slower	UNREALIZABLE	6.039	UNREALIZABLE	6.506	+0.467
17	2	ordered-visits-choice-real.ltl	gain	UNKNOWN		REALIZABLE	0.045	
17	2	patrolling-alarm19.ltl	faster	UNREALIZABLE	0.572	UNREALIZABLE	0.508	-0.064
17	2	patrolling-alarm21.ltl	faster	UNREALIZABLE	0.681	UNREALIZABLE	0.620	-0.062
17	2	patrolling-alarm23.ltl	slower	UNREALIZABLE	0.629	UNREALIZABLE	0.688	+0.059
17	2	robot-cat-real-1d-real.ltl	faster	REALIZABLE	2.591	REALIZABLE	2.296	-0.296
17	2	robot-grid-commute-1d-real.ltl	faster	REALIZABLE	2.124	REALIZABLE	1.784	-0.340
17	2	robot-grid-reach-repeated-with-obstacles-2d-real.ltl	faster	REALIZABLE	12.312	REALIZABLE	7.503	-4.809
17	2	robot-resource-2d17.ltl	slower	UNREALIZABLE	7.213	UNREALIZABLE	7.700	+0.488
17	2	robot-resource-2d19.ltl	faster	UNREALIZABLE	8.646	UNREALIZABLE	8.028	-0.618
17	2	robot-resource-2d20.ltl	faster	UNREALIZABLE	9.167	UNREALIZABLE	8.679	-0.488
17	2	robot_grid_pb_3_3_pe_.ltl	slower	REALIZABLE	0.164	REALIZABLE	0.267	+0.103
17	2	robot_grid_pb_4_4_pe_.ltl	slower	REALIZABLE	1.268	REALIZABLE	1.776	+0.508
17	2	robot_grid_pb_5_5_pe_.ltl	gain	TIMEOUT		REALIZABLE	9.848	
17	2	round_robin_arbiter_pb_5_pe_.ltl	slower	REALIZABLE	13.124	REALIZABLE	13.830	+0.706
17	2	rw_arbiter_pb_3_pe_.ltl	faster	REALIZABLE	0.802	REALIZABLE	0.745	-0.057
17	2	simple_arbiter_with_hints_pb_6_pe_.ltl	faster	REALIZABLE	2.208	REALIZABLE	1.925	-0.284
17	2	square5x52.ltl	faster	UNREALIZABLE	1.471	UNREALIZABLE	1.378	-0.093
17	2	square5x53.ltl	slower	UNREALIZABLE	5.179	UNREALIZABLE	5.475	+0.296
17	2	thermostat-F-real.ltl	gain	TIMEOUT		REALIZABLE	1.595	
17	2	tmp_13cfc6f2.ltl	slower	REALIZABLE	0.712	REALIZABLE	0.798	+0.087
17	2	unordered-visits-real.ltl	faster	REALIZABLE	9.020	REALIZABLE	8.158	-0.862
