instance,category,real,n_ins,n_outs,acacia_result,acacia_time,ltlsynt_result,ltlsynt_time,slowdown
amba_decomposed_lock100.ltl,ltlsynt_only,?,201,1,TIMEOUT,17.057,OK,0.035,
amba_decomposed_lock11.ltl,acacia_slow,real,23,1,OK,0.356,OK,0.021,16.9
amba_decomposed_lock12.ltl,acacia_slow,real,25,1,OK,0.912,OK,0.021,43.0
amba_decomposed_lock120.ltl,ltlsynt_only,?,241,1,TIMEOUT,17.055,OK,0.038,
amba_decomposed_lock13.ltl,acacia_slow,real,27,1,OK,2.966,OK,0.021,141.8
amba_decomposed_lock14.ltl,acacia_slow,real,29,1,OK,11.637,OK,0.022,536.5
amba_decomposed_lock15.ltl,ltlsynt_only,real,31,1,TIMEOUT,17.097,OK,0.025,
amba_decomposed_lock150.ltl,ltlsynt_only,real,301,1,TIMEOUT,17.054,OK,4.737,
amba_decomposed_lock16.ltl,ltlsynt_only,real,33,1,TIMEOUT,17.091,OK,0.022,
amba_decomposed_lock2.ltl,both_ok,real,5,1,OK,0.024,OK,0.021,1.2
amba_decomposed_lock200.ltl,ltlsynt_only,real,401,1,TIMEOUT,17.054,OK,15.942,
amba_decomposed_lock3.ltl,both_ok,real,7,1,OK,0.022,OK,0.019,1.2
amba_decomposed_lock30.ltl,ltlsynt_only,?,61,1,TIMEOUT,17.055,OK,0.021,
amba_decomposed_lock4.ltl,both_ok,real,9,1,OK,0.022,OK,0.018,1.2
amba_decomposed_lock5.ltl,both_ok,real,11,1,OK,0.023,OK,0.018,1.3
amba_decomposed_lock6.ltl,both_ok,real,13,1,OK,0.027,OK,0.02,1.4
amba_decomposed_lock60.ltl,ltlsynt_only,?,121,1,TIMEOUT,17.056,OK,0.025,
amba_decomposed_lock7.ltl,both_ok,real,15,1,OK,0.029,OK,0.019,1.5
amba_decomposed_lock8.ltl,both_ok,real,17,1,OK,0.039,OK,0.02,2.0
amba_decomposed_lock9.ltl,both_ok,real,19,1,OK,0.068,OK,0.021,3.3
amba_decomposed_shift.ltl,both_ok,real,2,1,OK,0.023,OK,0.018,1.3
amba_decomposed_tburst4.ltl,both_ok,real,4,1,OK,0.021,OK,0.023,0.9
amba_decomposed_tincr.ltl,both_ok,real,5,1,OK,0.022,OK,0.02,1.1
amba_decomposed_tsingle.ltl,both_ok,real,4,1,OK,0.02,OK,0.02,1.0
amba_gr+_2.ltl,neither,?,7,16,TIMEOUT,17.049,TIMEOUT,17.04,
amba_gr_2.ltl,neither,?,7,15,TIMEOUT,17.047,TIMEOUT,17.044,
amba_gr_3.ltl,neither,?,9,18,TIMEOUT,17.051,TIMEOUT,17.054,
arbiter1.ltl,both_ok,real,1,1,OK,0.022,OK,0.022,1.0
arbiter10.ltl,neither,?,10,10,TIMEOUT,17.043,TIMEOUT,17.037,
arbiter2.ltl,both_ok,real,2,2,OK,0.021,OK,0.019,1.1
arbiter3.ltl,both_ok,real,3,3,OK,0.024,OK,0.02,1.2
arbiter4.ltl,both_ok,real,4,4,OK,0.051,OK,0.024,2.1
arbiter5.ltl,acacia_slow,real,5,5,OK,0.617,OK,0.043,14.4
arbiter6.ltl,ltlsynt_only,real,6,6,TIMEOUT,17.036,OK,0.127,
arbiter7.ltl,ltlsynt_only,real,7,7,TIMEOUT,17.04,OK,0.622,
arbiter8.ltl,ltlsynt_only,real,8,8,TIMEOUT,17.051,OK,3.882,
arbiter9.ltl,neither,?,9,9,TIMEOUT,17.066,TIMEOUT,17.035,
arbiter_on_inpchange1.ltl,both_ok,real,1,1,OK,0.023,OK,0.022,1.1
arbiter_on_inpchange2.ltl,both_ok,real,2,2,OK,0.023,OK,0.033,0.7
arbiter_on_inpchange3.ltl,both_ok,real,3,3,OK,0.08,OK,2.689,0.0
arbiter_on_inpchange4.ltl,acacia_only,real,4,4,OK,9.906,TIMEOUT,17.033,
arbiter_on_inpchange5.ltl,neither,?,5,5,TIMEOUT,17.042,TIMEOUT,17.031,
arbiter_on_inpchange6.ltl,neither,?,6,6,TIMEOUT,17.043,TIMEOUT,17.033,
arbiter_with_buffer1.ltl,both_ok,real,2,2,OK,0.022,OK,0.02,1.1
arbiter_with_buffer10.ltl,neither,?,20,20,TIMEOUT,17.05,TIMEOUT,17.055,
arbiter_with_buffer2.ltl,both_ok,real,4,4,OK,0.021,OK,0.017,1.2
arbiter_with_buffer3.ltl,both_ok,real,6,6,OK,0.042,OK,0.02,2.1
arbiter_with_buffer4.ltl,acacia_slow,real,8,8,OK,1.262,OK,0.038,33.0
arbiter_with_buffer5.ltl,ltlsynt_only,real,10,10,TIMEOUT,17.095,OK,0.158,
arbiter_with_buffer6.ltl,ltlsynt_only,real,12,12,TIMEOUT,17.072,OK,1.394,
arbiter_with_buffer7.ltl,ltlsynt_only,real,14,14,TIMEOUT,17.043,OK,13.593,
arbiter_with_buffer8.ltl,neither,?,16,16,TIMEOUT,17.054,TIMEOUT,17.053,
arbiter_with_buffer9.ltl,neither,?,18,18,TIMEOUT,17.052,TIMEOUT,17.057,
arbiter_with_cancel1.ltl,both_ok,real,2,1,OK,0.023,OK,0.021,1.1
arbiter_with_cancel2.ltl,both_ok,real,4,2,OK,0.021,OK,0.021,1.0
arbiter_with_cancel3.ltl,both_ok,real,6,3,OK,0.027,OK,0.024,1.1
arbiter_with_cancel4.ltl,both_ok,real,8,4,OK,0.106,OK,0.042,2.5
arbiter_with_cancel5.ltl,acacia_slow,real,10,5,OK,2.443,OK,0.2,12.2
arbiter_with_cancel6.ltl,ltlsynt_only,real,12,6,TIMEOUT,17.05,OK,1.778,
arbiter_with_cancel7.ltl,ltlsynt_only,real,14,7,TIMEOUT,17.044,OK,15.14,
arbiter_with_cancel8.ltl,neither,?,16,8,TIMEOUT,17.054,TIMEOUT,17.03,
arbiter_with_cancel9.ltl,neither,?,18,9,TIMEOUT,17.051,TIMEOUT,17.029,
button.ltl,both_ok,real,1,4,OK,0.142,OK,0.017,8.3
collector_v111.ltl,neither,?,11,1,TIMEOUT,17.055,TIMEOUT,17.034,
collector_v13.ltl,both_ok,real,3,1,OK,0.023,OK,0.018,1.2
collector_v15.ltl,both_ok,real,5,1,OK,0.024,OK,0.024,1.0
collector_v17.ltl,both_ok,real,7,1,OK,0.059,OK,0.261,0.2
collector_v19.ltl,both_ok,real,9,1,OK,1.093,OK,14.031,0.1
collector_v210.ltl,both_ok,real,10,1,OK,0.163,OK,4.079,0.0
collector_v211.ltl,acacia_only,real,11,1,OK,0.347,TIMEOUT,17.034,
collector_v212.ltl,acacia_only,real,12,1,OK,0.858,TIMEOUT,17.033,
collector_v213.ltl,acacia_only,real,13,1,OK,2.254,TIMEOUT,17.039,
collector_v215.ltl,acacia_only,real,15,1,OK,16.14,TIMEOUT,17.029,
collector_v23.ltl,both_ok,real,3,1,OK,0.024,OK,0.022,1.1
collector_v25.ltl,both_ok,real,5,1,OK,0.024,OK,0.021,1.2
collector_v27.ltl,both_ok,real,7,1,OK,0.035,OK,0.051,0.7
collector_v29.ltl,both_ok,real,9,1,OK,0.085,OK,0.788,0.1
collector_v310.ltl,neither,?,10,1,TIMEOUT,17.036,TIMEOUT,17.035,
collector_v327.ltl,neither,?,27,1,TIMEOUT,17.05,TIMEOUT,17.055,
collector_v33.ltl,both_ok,real,3,1,OK,0.025,OK,0.029,0.9
collector_v35.ltl,both_ok,real,5,1,OK,0.036,OK,2.631,0.0
collector_v37.ltl,acacia_only,real,7,1,OK,0.278,TIMEOUT,17.04,
collector_v39.ltl,acacia_only,real,9,1,OK,5.59,TIMEOUT,17.035,
detector_unreal10.ltl,both_ok,unreal,10,1,OK,0.107,OK,0.029,3.7
detector_unreal11.ltl,both_ok,unreal,11,1,OK,0.197,OK,0.034,5.9
detector_unreal12.ltl,acacia_slow,unreal,12,1,OK,0.433,OK,0.049,8.9
detector_unreal13.ltl,acacia_slow,unreal,13,1,OK,1.028,OK,0.077,13.4
detector_unreal14.ltl,acacia_slow,unreal,14,1,OK,2.776,OK,0.138,20.1
detector_unreal15.ltl,acacia_slow,unreal,15,1,OK,6.845,OK,0.272,25.2
detector_unreal16.ltl,acacia_slow,unreal,16,1,OK,16.734,OK,0.615,27.2
detector_unreal2.ltl,both_ok,unreal,2,1,OK,0.023,OK,0.021,1.1
detector_unreal25.ltl,neither,?,25,1,TIMEOUT,17.049,TIMEOUT,17.057,
detector_unreal3.ltl,both_ok,unreal,3,1,OK,0.022,OK,0.018,1.2
detector_unreal4.ltl,both_ok,unreal,4,1,OK,0.023,OK,0.019,1.2
detector_unreal5.ltl,both_ok,unreal,5,1,OK,0.026,OK,0.024,1.1
detector_unreal50.ltl,neither,?,50,1,TIMEOUT,17.046,TIMEOUT,17.053,
detector_unreal6.ltl,both_ok,unreal,6,1,OK,0.028,OK,0.023,1.2
detector_unreal7.ltl,both_ok,unreal,7,1,OK,0.031,OK,0.021,1.5
detector_unreal70.ltl,neither,?,70,1,TIMEOUT,17.055,TIMEOUT,17.056,
detector_unreal8.ltl,both_ok,unreal,8,1,OK,0.041,OK,0.02,2.0
detector_unreal9.ltl,both_ok,unreal,9,1,OK,0.061,OK,0.024,2.6
door_locking_problem_d6c5ac79.ltl,both_ok,real,6,3,OK,0.029,OK,0.02,1.4
example101.ltl,both_ok,real,1,1,OK,0.022,OK,0.017,1.3
example102.ltl,both_ok,real,1,1,OK,0.021,OK,0.017,1.2
example10a1.ltl,both_ok,real,1,1,OK,0.021,OK,0.017,1.2
example10a2.ltl,both_ok,real,1,1,OK,0.022,OK,0.018,1.3
example71.ltl,both_ok,real,1,1,OK,0.02,OK,0.017,1.2
example72.ltl,both_ok,real,2,2,OK,0.02,OK,0.016,1.2
example7a1.ltl,both_ok,real,1,1,OK,0.019,OK,0.017,1.1
example7a2.ltl,both_ok,real,2,2,OK,0.02,OK,0.017,1.2
example81.ltl,both_ok,real,1,1,OK,0.019,OK,0.016,1.2
example82.ltl,both_ok,real,2,2,OK,0.019,OK,0.017,1.2
example91.ltl,both_ok,real,1,1,OK,0.019,OK,0.016,1.2
example92.ltl,both_ok,real,1,1,OK,0.02,OK,0.017,1.1
finding_nemo_1.ltl,ltlsynt_only,real,2,5,TIMEOUT,17.029,OK,0.025,
finding_nemo_2.ltl,ltlsynt_only,real,2,8,TIMEOUT,17.035,OK,0.04,
finding_nemo_3.ltl,ltlsynt_only,real,2,11,TIMEOUT,17.03,OK,0.084,
finding_nemo_4.ltl,ltlsynt_only,real,2,14,TIMEOUT,17.036,OK,0.423,
finding_nemo_5.ltl,ltlsynt_only,real,2,17,TIMEOUT,17.045,OK,5.199,
finding_nemo_6.ltl,neither,?,2,20,TIMEOUT,17.052,TIMEOUT,17.04,
finding_nemo_7.ltl,neither,?,2,23,TIMEOUT,17.053,TIMEOUT,17.051,
full_arbiter_enc10.ltl,ltlsynt_only,real,4,4,TIMEOUT,17.046,OK,13.598,
full_arbiter_enc8.ltl,ltlsynt_only,real,3,4,TIMEOUT,17.037,OK,0.943,
full_arbiter_unreal12_1.ltl,both_ok,unreal,2,2,OK,0.025,OK,0.022,1.1
full_arbiter_unreal12_10.ltl,both_ok,unreal,2,2,OK,0.078,OK,0.064,1.2
full_arbiter_unreal12_11.ltl,both_ok,unreal,2,2,OK,0.13,OK,0.106,1.2
full_arbiter_unreal12_12.ltl,both_ok,unreal,2,2,OK,0.25,OK,0.192,1.3
full_arbiter_unreal12_13.ltl,both_ok,unreal,2,2,OK,0.537,OK,0.398,1.4
full_arbiter_unreal12_14.ltl,both_ok,unreal,2,2,OK,1.113,OK,0.832,1.3
full_arbiter_unreal12_15.ltl,both_ok,unreal,2,2,OK,2.438,OK,1.927,1.3
full_arbiter_unreal12_16.ltl,both_ok,unreal,2,2,OK,5.999,OK,4.334,1.4
full_arbiter_unreal12_18.ltl,neither,?,2,2,TIMEOUT,17.062,TIMEOUT,17.063,
full_arbiter_unreal12_2.ltl,both_ok,unreal,2,2,OK,0.024,OK,0.02,1.2
full_arbiter_unreal12_3.ltl,both_ok,unreal,2,2,OK,0.023,OK,0.019,1.2
full_arbiter_unreal12_4.ltl,both_ok,unreal,2,2,OK,0.023,OK,0.018,1.3
full_arbiter_unreal12_5.ltl,both_ok,unreal,2,2,OK,0.027,OK,0.021,1.3
full_arbiter_unreal12_6.ltl,both_ok,unreal,2,2,OK,0.026,OK,0.021,1.2
full_arbiter_unreal12_7.ltl,both_ok,unreal,2,2,OK,0.031,OK,0.024,1.3
full_arbiter_unreal12_8.ltl,both_ok,unreal,2,2,OK,0.039,OK,0.029,1.4
full_arbiter_unreal12_9.ltl,both_ok,unreal,2,2,OK,0.052,OK,0.042,1.2
full_arbiter_unreal13_1.ltl,both_ok,unreal,3,3,OK,0.029,OK,0.023,1.3
full_arbiter_unreal13_2.ltl,both_ok,unreal,3,3,OK,0.031,OK,0.022,1.4
full_arbiter_unreal13_3.ltl,both_ok,unreal,3,3,OK,0.038,OK,0.028,1.3
full_arbiter_unreal13_4.ltl,both_ok,unreal,3,3,OK,0.078,OK,0.058,1.3
full_arbiter_unreal13_5.ltl,both_ok,unreal,3,3,OK,0.318,OK,0.23,1.4
full_arbiter_unreal13_6.ltl,both_ok,unreal,3,3,OK,2.094,OK,1.44,1.5
full_arbiter_unreal13_7.ltl,both_ok,unreal,3,3,OK,13.231,OK,9.97,1.3
full_arbiter_unreal13_8.ltl,neither,?,3,3,TIMEOUT,17.059,TIMEOUT,17.06,
full_arbiter_unreal14_1.ltl,both_ok,unreal,4,4,OK,0.059,OK,0.037,1.6
full_arbiter_unreal14_2.ltl,both_ok,unreal,4,4,OK,0.088,OK,0.054,1.6
full_arbiter_unreal14_3.ltl,both_ok,unreal,4,4,OK,0.262,OK,0.184,1.4
full_arbiter_unreal14_4.ltl,both_ok,unreal,4,4,OK,3.505,OK,2.4,1.5
full_arbiter_unreal14_5.ltl,neither,?,4,4,TIMEOUT,17.051,TIMEOUT,17.049,
full_arbiter_unreal22.ltl,both_ok,unreal,2,2,OK,0.025,OK,0.024,1.1
full_arbiter_unreal23.ltl,both_ok,unreal,3,3,OK,0.056,OK,0.042,1.3
full_arbiter_unreal24.ltl,both_ok,unreal,4,4,OK,4.773,OK,2.609,1.8
full_arbiter_unreal25.ltl,neither,?,5,5,TIMEOUT,17.043,TIMEOUT,17.04,
full_arbiter_unreal26.ltl,neither,?,6,6,TIMEOUT,17.048,TIMEOUT,17.045,
full_arbiter_unreal27.ltl,neither,?,7,7,TIMEOUT,17.047,TIMEOUT,17.045,
full_arbiter_unreal28.ltl,neither,?,8,8,TIMEOUT,17.055,TIMEOUT,17.049,
generalized_buffer2.ltl,both_ok,real,4,4,OK,0.025,OK,0.065,0.4
generalized_buffer3.ltl,acacia_only,real,5,5,OK,0.128,TIMEOUT,17.033,
increment.ltl,both_ok,real,1,2,OK,0.018,OK,0.017,1.1
jarvis_gideon_a02758ea.ltl,both_ok,unreal,18,36,OK,0.03,OK,0.023,1.3
jarvis_philippe_484face8.ltl,both_ok,unreal,33,48,OK,0.025,OK,0.019,1.3
lazy_shades_problem_d6376bf9.ltl,both_ok,real,6,3,OK,0.038,OK,0.06,0.6
lift2.ltl,both_ok,real,2,4,OK,0.027,OK,0.022,1.2
lift3.ltl,ltlsynt_only,real,3,5,TIMEOUT,17.028,OK,0.027,
lift4.ltl,ltlsynt_only,real,4,5,TIMEOUT,17.031,OK,0.042,
lift5.ltl,ltlsynt_only,real,5,6,TIMEOUT,17.04,OK,0.131,
lift6.ltl,ltlsynt_only,real,6,6,TIMEOUT,17.068,OK,0.603,
lift7.ltl,ltlsynt_only,real,7,6,TIMEOUT,17.037,OK,3.19,
lift_gr1+2.ltl,both_ok,real,4,5,OK,0.102,OK,0.055,1.9
lift_gr1+3.ltl,ltlsynt_only,real,5,6,TIMEOUT,17.033,OK,0.408,
lift_gr12.ltl,both_ok,real,3,4,OK,0.031,OK,0.027,1.1
lift_gr13.ltl,ltlsynt_only,real,4,5,TIMEOUT,17.028,OK,0.086,
lift_unary_enc2.ltl,both_ok,real,2,5,OK,0.031,OK,0.024,1.3
lift_unary_enc3.ltl,ltlsynt_only,real,3,6,TIMEOUT,17.029,OK,0.044,
lift_unary_enc4.ltl,ltlsynt_only,real,4,7,TIMEOUT,17.043,OK,0.553,
lift_unary_enc5.ltl,neither,?,5,8,TIMEOUT,17.089,TIMEOUT,17.028,
lift_wrong_physics_unreal10.ltl,acacia_only,unreal,10,7,OK,1.187,TIMEOUT,17.08,
lift_wrong_physics_unreal2.ltl,both_ok,real,2,4,OK,0.026,OK,0.024,1.1
lift_wrong_physics_unreal3.ltl,both_ok,unreal,3,5,OK,0.025,OK,0.023,1.1
lift_wrong_physics_unreal4.ltl,both_ok,unreal,4,5,OK,0.027,OK,0.026,1.0
lift_wrong_physics_unreal5.ltl,both_ok,unreal,5,6,OK,0.034,OK,0.039,0.9
lift_wrong_physics_unreal6.ltl,both_ok,unreal,6,6,OK,0.048,OK,0.085,0.6
lift_wrong_physics_unreal7.ltl,both_ok,unreal,7,6,OK,0.073,OK,0.282,0.3
lift_wrong_physics_unreal8.ltl,both_ok,unreal,8,6,OK,0.138,OK,1.561,0.1
lift_wrong_physics_unreal9.ltl,both_ok,unreal,9,7,OK,0.451,OK,10.046,0.0
lilydemo01.ltl,both_ok,unreal,3,1,OK,0.024,OK,0.021,1.1
lilydemo02.ltl,both_ok,unreal,3,1,OK,0.02,OK,0.017,1.2
lilydemo03.ltl,both_ok,real,3,1,OK,0.02,OK,0.017,1.2
lilydemo04.ltl,both_ok,real,3,1,OK,0.021,OK,0.018,1.2
lilydemo05.ltl,both_ok,real,3,1,OK,0.02,OK,0.017,1.2
lilydemo06.ltl,both_ok,real,3,1,OK,0.022,OK,0.018,1.2
lilydemo07.ltl,both_ok,real,3,1,OK,0.021,OK,0.017,1.2
lilydemo08.ltl,both_ok,real,1,1,OK,0.019,OK,0.017,1.1
lilydemo09.ltl,both_ok,real,1,1,OK,0.02,OK,0.018,1.1
lilydemo10.ltl,both_ok,real,2,2,OK,0.02,OK,0.017,1.2
lilydemo11.ltl,both_ok,unreal,2,2,OK,0.018,OK,0.016,1.1
lilydemo12.ltl,both_ok,real,2,2,OK,0.019,OK,0.016,1.1
lilydemo13.ltl,both_ok,real,1,1,OK,0.018,OK,0.016,1.1
lilydemo14.ltl,both_ok,real,2,2,OK,0.02,OK,0.016,1.2
lilydemo15.ltl,both_ok,unreal,2,2,OK,0.02,OK,0.017,1.2
lilydemo16.ltl,both_ok,unreal,3,3,OK,0.021,OK,0.017,1.3
lilydemo17.ltl,both_ok,real,2,3,OK,0.021,OK,0.017,1.3
lilydemo18.ltl,both_ok,real,3,4,OK,0.022,OK,0.018,1.3
lilydemo19.ltl,both_ok,real,2,2,OK,0.02,OK,0.017,1.2
lilydemo20.ltl,both_ok,real,2,3,OK,0.022,OK,0.018,1.3
lilydemo21.ltl,both_ok,real,4,4,OK,0.027,OK,0.056,0.5
lilydemo22.ltl,both_ok,real,3,1,OK,0.022,OK,0.02,1.1
lilydemo23.ltl,both_ok,real,1,1,OK,0.02,OK,0.018,1.2
lilydemo24.ltl,both_ok,real,4,4,OK,0.021,OK,0.017,1.2
load_balancer2.ltl,both_ok,real,3,2,OK,0.021,OK,0.019,1.1
load_balancer3.ltl,both_ok,real,4,3,OK,0.027,OK,0.022,1.2
load_balancer4.ltl,both_ok,real,5,4,OK,0.04,OK,0.027,1.5
load_balancer5.ltl,both_ok,real,6,5,OK,0.109,OK,0.056,1.9
load_balancer6.ltl,acacia_slow,real,7,6,OK,0.566,OK,0.224,2.5
load_balancer7.ltl,both_ok,real,8,7,OK,8.853,OK,15.643,0.6
load_balancer_unreal12_1.ltl,both_ok,unreal,3,2,OK,0.026,OK,0.023,1.1
load_balancer_unreal12_10.ltl,both_ok,unreal,3,2,OK,0.045,OK,0.045,1.0
load_balancer_unreal12_11.ltl,both_ok,unreal,3,2,OK,0.065,OK,0.059,1.1
load_balancer_unreal12_12.ltl,both_ok,unreal,3,2,OK,0.105,OK,0.099,1.1
load_balancer_unreal12_13.ltl,both_ok,unreal,3,2,OK,0.193,OK,0.179,1.1
load_balancer_unreal12_14.ltl,both_ok,unreal,3,2,OK,0.386,OK,0.367,1.1
load_balancer_unreal12_15.ltl,both_ok,unreal,3,2,OK,0.807,OK,0.783,1.0
load_balancer_unreal12_16.ltl,both_ok,unreal,3,2,OK,1.834,OK,1.709,1.1
load_balancer_unreal12_2.ltl,both_ok,unreal,3,2,OK,0.023,OK,0.021,1.0
load_balancer_unreal12_3.ltl,both_ok,unreal,3,2,OK,0.022,OK,0.02,1.1
load_balancer_unreal12_4.ltl,both_ok,unreal,3,2,OK,0.022,OK,0.019,1.1
load_balancer_unreal12_5.ltl,both_ok,unreal,3,2,OK,0.023,OK,0.02,1.2
load_balancer_unreal12_6.ltl,both_ok,unreal,3,2,OK,0.024,OK,0.019,1.2
load_balancer_unreal12_7.ltl,both_ok,unreal,3,2,OK,0.026,OK,0.021,1.2
load_balancer_unreal12_8.ltl,both_ok,unreal,3,2,OK,0.028,OK,0.025,1.1
load_balancer_unreal12_9.ltl,both_ok,unreal,3,2,OK,0.033,OK,0.031,1.1
load_balancer_unreal13_1.ltl,both_ok,unreal,4,3,OK,0.028,OK,0.026,1.1
load_balancer_unreal13_10.ltl,both_ok,unreal,4,3,OK,0.176,OK,0.161,1.1
load_balancer_unreal13_11.ltl,both_ok,unreal,4,3,OK,0.346,OK,0.326,1.1
load_balancer_unreal13_12.ltl,both_ok,unreal,4,3,OK,0.735,OK,0.693,1.1
load_balancer_unreal13_2.ltl,both_ok,unreal,4,3,OK,0.026,OK,0.023,1.1
load_balancer_unreal13_3.ltl,both_ok,unreal,4,3,OK,0.026,OK,0.023,1.2
load_balancer_unreal13_4.ltl,both_ok,unreal,4,3,OK,0.028,OK,0.023,1.2
load_balancer_unreal13_5.ltl,both_ok,unreal,4,3,OK,0.029,OK,0.025,1.1
load_balancer_unreal13_6.ltl,both_ok,unreal,4,3,OK,0.034,OK,0.03,1.1
load_balancer_unreal13_7.ltl,both_ok,unreal,4,3,OK,0.043,OK,0.039,1.1
load_balancer_unreal13_8.ltl,both_ok,unreal,4,3,OK,0.062,OK,0.056,1.1
load_balancer_unreal13_9.ltl,both_ok,unreal,4,3,OK,0.098,OK,0.091,1.1
load_balancer_unreal14_1.ltl,both_ok,unreal,5,4,OK,0.032,OK,0.029,1.1
load_balancer_unreal14_10.ltl,neither,?,5,4,TIMEOUT,17.058,TIMEOUT,17.053,
load_balancer_unreal14_11.ltl,neither,?,5,4,TIMEOUT,17.057,TIMEOUT,17.056,
load_balancer_unreal14_12.ltl,neither,?,5,4,TIMEOUT,17.058,TIMEOUT,17.056,
load_balancer_unreal14_2.ltl,both_ok,unreal,5,4,OK,0.035,OK,0.029,1.2
load_balancer_unreal14_3.ltl,both_ok,unreal,5,4,OK,0.038,OK,0.033,1.2
load_balancer_unreal14_4.ltl,both_ok,unreal,5,4,OK,0.064,OK,0.057,1.1
load_balancer_unreal14_5.ltl,both_ok,unreal,5,4,OK,0.213,OK,0.195,1.1
load_balancer_unreal14_6.ltl,both_ok,unreal,5,4,OK,1.271,OK,1.132,1.1
load_balancer_unreal14_7.ltl,both_ok,unreal,5,4,OK,9.302,OK,8.168,1.1
load_balancer_unreal14_8.ltl,neither,?,5,4,TIMEOUT,17.059,TIMEOUT,17.055,
load_balancer_unreal14_9.ltl,neither,?,5,4,TIMEOUT,17.06,TIMEOUT,17.057,
load_balancer_unreal15_2.ltl,both_ok,unreal,6,5,OK,0.067,OK,0.05,1.3
load_balancer_unreal15_3.ltl,both_ok,unreal,6,5,OK,0.109,OK,0.085,1.3
load_balancer_unreal15_4.ltl,both_ok,unreal,6,5,OK,0.827,OK,0.653,1.3
load_balancer_unreal15_5.ltl,both_ok,unreal,6,5,OK,15.205,OK,12.112,1.3
load_balancer_unreal16_1.ltl,both_ok,unreal,7,6,OK,0.164,OK,0.081,2.0
load_balancer_unreal16_2.ltl,both_ok,unreal,7,6,OK,0.224,OK,0.141,1.6
load_balancer_unreal16_3.ltl,both_ok,unreal,7,6,OK,0.716,OK,0.512,1.4
load_balancer_unreal22.ltl,both_ok,real,3,2,OK,0.026,OK,0.024,1.1
load_balancer_unreal23.ltl,both_ok,unreal,4,3,OK,0.028,OK,0.025,1.1
load_balancer_unreal24.ltl,both_ok,unreal,5,4,OK,0.13,OK,0.102,1.3
load_balancer_unreal25.ltl,both_ok,unreal,6,5,OK,10.9,OK,8.707,1.3
load_balancer_unreal26.ltl,neither,?,7,6,TIMEOUT,17.046,TIMEOUT,17.033,
load_balancer_unreal28.ltl,neither,?,9,8,TIMEOUT,17.053,TIMEOUT,17.044,
ltl2dba01.ltl,both_ok,real,3,1,OK,0.023,OK,0.019,1.2
ltl2dba02.ltl,both_ok,real,3,1,OK,0.038,OK,0.016,2.4
ltl2dba03.ltl,both_ok,real,3,1,OK,0.02,OK,0.017,1.2
ltl2dba04.ltl,both_ok,real,3,1,OK,0.02,OK,0.016,1.3
ltl2dba05.ltl,both_ok,real,4,1,OK,0.02,OK,0.017,1.2
ltl2dba06.ltl,both_ok,real,4,1,OK,0.022,OK,0.016,1.4
ltl2dba07.ltl,both_ok,real,7,1,OK,0.066,OK,0.017,4.0
ltl2dba08.ltl,both_ok,real,5,1,OK,0.024,OK,0.016,1.5
ltl2dba09.ltl,both_ok,real,3,1,OK,0.021,OK,0.017,1.3
ltl2dba10.ltl,both_ok,real,3,1,OK,0.02,OK,0.016,1.2
ltl2dba11.ltl,both_ok,real,2,1,OK,0.019,OK,0.016,1.2
ltl2dba12.ltl,both_ok,real,2,1,OK,0.019,OK,0.016,1.2
ltl2dba13.ltl,both_ok,real,3,1,OK,0.019,OK,0.016,1.2
ltl2dba14.ltl,both_ok,real,3,1,OK,0.02,OK,0.017,1.2
ltl2dba15.ltl,both_ok,real,2,1,OK,0.02,OK,0.016,1.2
ltl2dba16.ltl,both_ok,real,2,1,OK,0.02,OK,0.016,1.2
ltl2dba17.ltl,both_ok,real,2,1,OK,0.022,OK,0.016,1.4
ltl2dba18.ltl,both_ok,real,3,1,OK,0.021,OK,0.017,1.2
ltl2dba19.ltl,both_ok,real,2,1,OK,0.02,OK,0.017,1.2
ltl2dba20.ltl,both_ok,real,4,1,OK,0.022,OK,0.016,1.3
ltl2dba21.ltl,both_ok,real,2,1,OK,0.056,OK,0.016,3.6
ltl2dba22.ltl,both_ok,real,1,1,OK,0.021,OK,0.015,1.4
ltl2dba23.ltl,both_ok,real,2,1,OK,0.02,OK,0.016,1.3
ltl2dba24.ltl,both_ok,real,1,1,OK,0.019,OK,0.016,1.2
ltl2dba25.ltl,both_ok,real,3,1,OK,0.02,OK,0.016,1.2
ltl2dba26.ltl,both_ok,real,3,1,OK,0.02,OK,0.017,1.2
ltl2dba27.ltl,both_ok,unreal,1,1,OK,0.02,OK,0.017,1.2
ltl2dba_C21.ltl,both_ok,real,1,1,OK,0.023,OK,0.017,1.3
ltl2dba_C210.ltl,both_ok,real,10,1,OK,0.119,OK,0.017,7.2
ltl2dba_C2100.ltl,ltlsynt_only,real,100,1,TIMEOUT,17.049,OK,0.016,
ltl2dba_C212.ltl,acacia_slow,real,12,1,OK,0.515,OK,0.017,30.4
ltl2dba_C214.ltl,acacia_slow,real,14,1,OK,3.755,OK,0.016,229.1
ltl2dba_C216.ltl,ltlsynt_only,real,16,1,TIMEOUT,17.046,OK,0.016,
ltl2dba_C22.ltl,both_ok,real,2,1,OK,0.023,OK,0.016,1.4
ltl2dba_C225.ltl,ltlsynt_only,real,25,1,TIMEOUT,17.048,OK,0.016,
ltl2dba_C23.ltl,both_ok,real,3,1,OK,0.02,OK,0.016,1.3
ltl2dba_C24.ltl,both_ok,real,4,1,OK,0.022,OK,0.015,1.4
